"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENST00000545856.8",28.5304382254188,-5.92964185436139,1.51498033213471,-3.91400583135367,9.07774415904054e-05,0.0130955687130415
"ENST00000696381.1",55.9679382254188,-7.73945606223825,1.6516831602915,-4.68579946100094,2.78869219331116e-06,0.00268212748898898
"ENST00000438166.7",74.4679382254188,-7.84186754916198,1.91602645261927,-4.09277624452516,4.26238984974135e-05,0.00905409102082331
"ENST00000676756.1",38.2804382254188,-7.14557760931675,1.67250873692693,-4.2723708711059,1.93405554621696e-05,0.00594390893117504
"ENST00000443551.2",8.09293822541885,-4.69648940611146,1.42948170670278,-3.28544911354221,0.00101819932345289,0.0482869398455406
"ENST00000540176.6",82.5929382254188,-8.22687758551603,1.86298421278438,-4.41596741886518,1.00559231166354e-05,0.00424141759639673
"ENST00000673841.1",21.0304382254188,-5.78034882584462,1.70265856008354,-3.39489605335846,0.000686546610646954,0.0377455249514746
"ENST00000409020.6",20.0929382254188,-6.22513578660092,1.51124749296582,-4.11920338367881,3.80184471936051e-05,0.00859904330879421
"ENST00000680861.1",33.8429382254188,-6.62579649456782,1.86152270477619,-3.55934229411637,0.000371784708365337,0.0265661207818485
"ENST00000611847.1",8.78043822541885,-4.95473441427927,1.40647683166692,-3.52279845833438,0.000427015946362299,0.0288371520309291
"ENST00000451136.6",21.9054382254188,-6.35447549487232,1.54405165646377,-4.11545524935708,3.8641596654258e-05,0.00859904330879421
"ENST00000342002.6",11.3429382254188,-5.35518841394682,1.42379429765753,-3.76120934235888,0.000169093833583906,0.0182238808748074
"ENST00000258412.8",260.592938225419,-9.97428071199566,1.83257584751664,-5.44276556166119,5.2459668950169e-08,0.00040859087489655
"ENST00000449707.5",7.65543822541885,-4.70998686464827,1.37423079479664,-3.42736233424696,0.000609475244671146,0.0352131429051585
"ENST00000410017.5",16.8429382254188,-5.95944785149709,1.48811299606165,-4.00470116669164,6.20959291345366e-05,0.0109092742868991
"ENST00000407969.5",32.5929382254188,-6.68128011442482,1.83757715909141,-3.63591813348854,0.000276992296625814,0.02278944367239
"ENST00000354956.9",7.09293822541885,-4.61350474353052,1.34897922732919,-3.41999687620444,0.000626218548074751,0.0354291103978562
"ENST00000692093.1",12.1554382254188,-5.3971451141543,1.49308574864237,-3.61475897754821,0.000300627170564488,0.0237312650926008
"ENST00000698785.1",14.8429382254188,-5.16154294478989,1.47370619712928,-3.50242331534221,0.000461046477624738,0.0301759439668897
"ENST00000415069.6",19.2804382254188,-6.13360570679718,1.53513373548439,-3.99548623355725,6.45616088844698e-05,0.0111566506382403
"ENST00000349718.8",14.5304382254188,-5.37195916004753,1.63051294085069,-3.29464368264677,0.000985465500753137,0.0471852190381103
"ENST00000416695.6",8.78043822541885,-4.95475810824119,1.39178619015322,-3.55999947642513,0.000370855533270884,0.0265661207818485
"ENST00000310898.5",13.8429382254188,-5.66139503789936,1.45620258446531,-3.88777983111334,0.00010116532602535,0.0135075943309048
"ENST00000484786.5",7.34293822541885,-4.66945576018832,1.34913561124559,-3.46107220153891,0.000538028491133996,0.0330830887469394
"ENST00000613405.4",22.0304382254188,-5.90788088661467,1.77756797715375,-3.32357522330841,0.000888714507211724,0.0446574261838907
"ENST00000433647.5",27.5929382254188,-6.36709803320056,1.78851145765714,-3.55999845902085,0.000370856970076259,0.0265661207818485
"ENST00000543411.5",11.3429382254188,-5.35517277929368,1.43677436175603,-3.72721905529313,0.000193604180867078,0.0191684546192379
"ENST00000339420.7",14.0929382254188,-5.68872271805575,1.46048679469316,-3.89508671952827,9.81636030682761e-05,0.0135075943309048
"ENST00000360240.10",94.5304382254188,-8.5038207794174,1.71622170446729,-4.95496634105147,7.23428111809168e-07,0.00116825561895033
"ENST00000409535.6",89.2804382254188,-7.97125523258712,2.08494805363579,-3.82323924986362,0.000131709866545894,0.0159457655010951
"ENST00000394965.6",49.9054382254188,-6.22517995394717,1.65842014062929,-3.75368086857955,0.000174256691995247,0.0184381125403233
"ENST00000296302.11",34.7804382254188,-7.03815328696492,1.60047730566077,-4.39753394944838,1.09487763156091e-05,0.00424436701976836
"ENST00000409057.5",34.8429382254188,-7.04345904828957,1.59520871334684,-4.41538401173349,1.00830833381629e-05,0.00424141759639673
"ENST00000652449.1",362.717938225419,-8.66961536517397,1.87541424872826,-4.62277353979418,3.78643018122713e-06,0.00315977598623404
"ENST00000295951.7",8.28043822541885,-4.86180540682866,1.36652858883037,-3.5577780417971,0.000374005131634605,0.026643304590775
"ENST00000295952.7",16.2804382254188,-5.90805225283628,1.48355894550673,-3.98235086696761,6.82369423027464e-05,0.0113887456703284
"ENST00000491238.8",41.5929382254188,-7.04071711811304,1.80189883471297,-3.90738757497148,9.32994299184337e-05,0.0132928931675251
"ENST00000674645.1",6.65543822541885,-4.50998352490658,1.37510333368757,-3.27974153972292,0.0010390222618959,0.0486782083345852
"ENST00000240851.9",17.4679382254188,-6.01448375975245,1.49541150256297,-4.02195900556088,5.77161045911766e-05,0.0102946145028812
"ENST00000469941.5",15.2179382254188,-5.80567389191258,1.47427527050036,-3.93798499376725,8.21687319033079e-05,0.0127149310573026
"ENST00000394054.6",69.7804382254188,-8.06165204902767,1.69543517938021,-4.75491611066765,1.98528836469631e-06,0.00226107460646175
"ENST00000675478.1",91.1554382254188,-7.82034701895531,2.115941748477,-3.69591791673102,0.000219093756092653,0.0205241712035872
"ENST00000389735.7",17.3429382254188,-6.00364592588951,1.49047044402602,-4.02802078360751,5.62483723195611e-05,0.0101285321767466
"ENST00000481646.5",27.5304382254188,-6.33286548575357,1.76654810005454,-3.58488143377361,0.000337231373251657,0.0251686663539581
"ENST00000489671.6",73.4679382254188,-7.59876786527042,2.06216622969268,-3.6848473977788,0.00022883970702855,0.0208057143752105
"ENST00000264951.8",48.2179382254188,-6.91903158177033,1.96257453055207,-3.52548729949329,0.000422704445136286,0.0287956619972433
"ENST00000487799.5",21.3429382254188,-5.98682138936003,1.49992935259311,-3.99140224771913,6.5683762034714e-05,0.0112026772533075
"ENST00000480708.5",46.4054382254188,-7.46499450278341,1.6275130721228,-4.58674933593415,4.50200664473697e-06,0.00328349335314931
"ENST00000484866.5",14.0929382254188,-5.37198747014943,1.59726753186822,-3.3632358781288,0.000770345115768241,0.0409088272160016
"ENST00000645538.1",59.4679382254188,-6.83953960790015,1.62098334170896,-4.21937686336086,2.44978478603632e-05,0.00671472125743088
"ENST00000655488.1",24.0304382254188,-6.02512589113817,1.72473493167555,-3.49336340354912,0.000476976933780342,0.0306182500953612
"ENST00000511833.3",65.7179382254188,-7.4589514642538,2.03042700406575,-3.67358759971075,0.00023916863127442,0.0209449910783832
"ENST00000247933.9",36.4054382254188,-6.54209720220592,1.911581475384,-3.42234808531598,0.00062082779262996,0.0352950418554541
"ENST00000398484.6",34.2804382254188,-6.62225063524782,1.87624337812549,-3.52952645294022,0.000416304083774402,0.0286098859455079
"ENST00000382895.7",29.0304382254188,-6.58276442541722,1.73658713501159,-3.79063295627449,0.00015026387051005,0.0172958896469844
"ENST00000672725.1",24.2179382254188,-6.36714826160638,1.65978329955399,-3.83613226095077,0.000124987115336536,0.0152903085704372
"ENST00000443786.3",9.28043822541885,-5.04212414190872,1.39056905162989,-3.62594301663684,0.000287908843447406,0.0232777786712529
"ENST00000621129.5",29.5929382254188,-6.80204949193826,1.56589225718616,-4.34388091563926,1.39987418759661e-05,0.00481021474520328
"ENST00000382346.7",81.0929382254188,-6.61462322326581,1.8781737738444,-3.52183771032349,0.000428566417588345,0.0288584521999114
"ENST00000394854.8",116.655438225419,-6.97515986294067,2.11780613222014,-3.29357808385816,0.000989208615260392,0.0472675838531172
"ENST00000322953.9",63.2804382254188,-7.16020274161511,2.05773775113551,-3.47964785000612,0.000502073250866848,0.0318937214410217
"ENST00000356736.5",18.2804382254188,-6.03056248260591,1.54963903206753,-3.89159175641048,9.95887126979824e-05,0.0135075943309048
"ENST00000507845.5",5.84293822541885,-4.29584801276627,1.29038077122429,-3.32913207369824,0.000871170822333437,0.0440601243174093
"ENST00000694891.1",10.9054382254188,-4.70216520099927,1.40934430708828,-3.33642047393939,0.000848647044852208,0.0436213906701066
"ENST00000699417.1",13.0929382254188,-5.57615700857948,1.44774034683875,-3.85162782867483,0.000117335254461518,0.0146612596564056
"ENST00000394439.5",12.0304382254188,-5.15402387670184,1.55842518113596,-3.30720007549223,0.000942335611827213,0.0461606161550412
"ENST00000296468.8",26.4054382254188,-6.2754648379188,1.75455286218819,-3.57667470337278,0.000347992775983328,0.025489652675945
"ENST00000511647.5",14.9054382254188,-5.53142883954754,1.59348835395614,-3.4712703270248,0.000518002240070294,0.0324494379128217
"ENST00000262994.9",45.7804382254188,-7.44509950068539,1.62536852170099,-4.58056090128649,4.63730551459074e-06,0.00328349335314931
"ENST00000502781.5",10.4679382254188,-4.57011149761966,1.39367748922387,-3.27917436634835,0.00104111286288134,0.0486782083345852
"ENST00000644902.1",6.78043822541885,-4.54042915475973,1.32411440571275,-3.4290308565261,0.000605740656325249,0.0352131429051585
"ENST00000393704.3",47.2804382254188,-7.42489657550325,1.74822533887528,-4.2471049986497,2.1655048895928e-05,0.00632489840627818
"ENST00000296519.6",16.1554382254188,-5.89637976254538,1.48041448483864,-3.98292493280224,6.80722620232998e-05,0.0113887456703284
"ENST00000264668.6",49.6554382254188,-7.45898935785991,1.78407949259433,-4.18086155287475,2.9040665136806e-05,0.00762431664704054
"ENST00000682229.1",17.9679382254188,-6.05705254761889,1.49649229697824,-4.04749998369484,5.17675856178053e-05,0.00960075030261306
"ENST00000280285.9",7.59293822541885,-4.39375269467397,1.30916417914548,-3.35615101960845,0.000790353978482319,0.0415932681558961
"ENST00000642675.1",9.65543822541885,-5.10433425621487,1.39539986143002,-3.65797245456502,0.000254218360051513,0.0216790737261447
"ENST00000711063.1",140.592938225419,-7.91951341427243,1.95056667300845,-4.06010905644041,4.90498005574658e-05,0.00939424294939136
"ENST00000505554.5",28.4054382254188,-5.97401918930173,1.72504754821871,-3.46310407238951,0.000533981815746474,0.032920894740718
"ENST00000325324.11",23.9054382254188,-6.09314871341306,1.77878083915673,-3.42546342937991,0.000613751553677802,0.0352131429051585
"ENST00000337273.10",114.592938225419,-8.72365566876766,1.8978776421377,-4.59653218683879,4.29580639286988e-06,0.00326161001216245
"ENST00000515007.6",37.1554382254188,-7.13819776832969,1.59782677990289,-4.46744156382427,7.91606252684916e-06,0.00385347327088245
"ENST00000675179.1",96.4679382254188,-8.52954668733802,1.76448001169693,-4.83402851310002,1.33797409761403e-06,0.00195394392280309
"ENST00000675663.1",10.9679382254188,-5.23976706855576,1.46223846123854,-3.58338753045628,0.000339166837860519,0.0251686663539581
"ENST00000509903.5",134.592938225419,-8.94239723417185,1.9581017067981,-4.56687066005091,4.95059260450663e-06,0.00340222196461476
"ENST00000437043.8",248.280438225419,-9.57449068412988,2.27422988268098,-4.20999247131648,2.5537919821615e-05,0.00685883947760755
"ENST00000506442.5",9.34293822541885,-5.05267918165125,1.39226879728606,-3.6290974785188,0.000284413836668487,0.0231400142001172
"ENST00000509018.6",148.530438225419,-8.36661419537906,2.23108431848248,-3.75002151468206,0.000176819399045623,0.0186106399914416
"ENST00000378746.8",21.7804382254188,-5.97047289724474,1.75407986782744,-3.40376342420463,0.000664642911912058,0.0368884709732474
"ENST00000510056.5",47.9679382254188,-7.20823329567856,1.83639723523745,-3.92520373989048,8.66563620466511e-05,0.0130955687130415
"ENST00000651565.1",6.59293822541885,-4.49471499391734,1.31852289823101,-3.40890173386267,0.000652249699504248,0.0362868249490863
"ENST00000652543.1",8.15543822541885,-4.83757858194607,1.37185487227585,-3.52630491731297,0.00042140149334857,0.0287908400397154
"ENST00000297183.10",11.6554382254188,-5.23042929037718,1.51985787538224,-3.44139368232818,0.000578725850229969,0.034408417853622
"ENST00000231509.7",16.4679382254188,-5.54642941976385,1.65023978363924,-3.36098394594052,0.000776653396494167,0.0411503021825005
"ENST00000312037.6",7.71793822541885,-4.74941908448397,1.39746498440382,-3.39859612762329,0.000677326557268766,0.0375033467704786
"ENST00000394123.7",49.8429382254188,-6.96728406405795,1.94780222948215,-3.57699768415929,0.000347563251718192,0.025489652675945
"ENST00000521420.5",163.467938225419,-9.29895851348352,1.77928900593115,-5.22622153145779,1.73009058423619e-07,0.000620093139596362
"ENST00000618329.4",505.592938225419,-10.930169879064,1.95379013920069,-5.59434181786567,2.2146027015425e-08,0.00025873203362121
"ENST00000515708.5",10.0929382254188,-4.98799576163798,1.49512870308023,-3.33616480732517,0.000849427918980506,0.0436213906701066
"ENST00000354179.9",89.0304382254188,-7.55301052884705,2.1437914453824,-3.52320210303843,0.000426366101565298,0.0288371520309291
"ENST00000427908.6",88.6554382254188,-7.97265253027037,2.06741682994663,-3.85633531409154,0.000115099578502149,0.0145373878447633
"ENST00000359895.6",88.5304382254188,-7.08084478701092,1.8813555941162,-3.76369295052767,0.000167422435583018,0.0181953145573619
"ENST00000377112.8",11.2804382254188,-5.33798232966521,1.46373342943823,-3.64682682127024,0.000265498729844158,0.0221863754395014
"ENST00000361538.6",29.4054382254188,-6.27996579020303,1.77003930544547,-3.54792448443541,0.000388279527597725,0.0272448631887341
"ENST00000643898.2",13.0929382254188,-5.57615141007392,1.45318497348219,-3.83719313908957,0.000124448594327497,0.0152903085704372
"ENST00000415922.7",33.6554382254188,-6.6503724444911,1.7750134932209,-3.74666021970543,0.000179204560340438,0.0186972698356181
"ENST00000374982.5",38.9054382254188,-7.20596945534449,1.60454987092698,-4.49096010408293,7.09028326395547e-06,0.00370822659109361
"ENST00000374467.4",64.4679382254188,-7.43700559963866,1.91039592744134,-3.89291324003151,9.90475821595727e-05,0.0135075943309048
"ENST00000339411.5",10.5929382254188,-5.24904016247151,1.41242909596293,-3.71632117851053,0.000202144591576953,0.0195987988663365
"ENST00000490799.6",30.5304382254188,-6.56446533318689,1.74669953925085,-3.75821094909223,0.00017113258021867,0.0182588304538331
"ENST00000340181.9",7.46793822541885,-4.59910162703888,1.37985892502061,-3.33302306753582,0.000859078194285423,0.043870557840105
"ENST00000628419.2",11.3429382254188,-5.35518815022025,1.42400981466017,-3.76063991630438,0.000169479246782466,0.0182238808748074
"ENST00000616441.2",6.34293822541885,-4.43141975658532,1.31052787773041,-3.38140060344211,0.000721173186917647,0.0387377762885465
"ENST00000230413.9",5.65543822541885,-4.24148109675088,1.2985366341542,-3.26635459115374,0.00108941740870583,0.0498147302775352
"ENST00000259751.5",20.2179382254188,-4.90724004763944,1.43882625141082,-3.41058556780412,0.000648235401050244,0.0362868249490863
"ENST00000393844.7",19.2804382254188,-6.16315371385425,1.51312626703379,-4.07312585084918,4.63863426093821e-05,0.00926378873000703
"ENST00000682497.1",7.28043822541885,-4.62760443850407,1.39425581923152,-3.31904975734991,0.00090324333360489,0.0450532693782653
"ENST00000683794.1",8.65543822541885,-4.93202383927278,1.41707179606346,-3.48043328007349,0.000500603490767035,0.0318937214410217
"ENST00000647880.1",8.90543822541885,-4.97703603098724,1.4335422636956,-3.4718446445776,0.000516895370768137,0.0324494379128217
"ENST00000696526.1",15.8429382254188,-5.51621731278499,1.66645953662899,-3.31014176554416,0.000932487299072063,0.0458705225897217
"ENST00000683244.1",21.7804382254188,-6.16790466751695,1.7050570742069,-3.61741830277789,0.000297556207004429,0.0236486337852568
"ENST00000366780.8",19.2804382254188,-6.16315914082849,1.50526547962502,-4.0944001069923,4.23262847754341e-05,0.00905409102082331
"ENST00000484550.1",10.5929382254188,-5.02061029739208,1.51559874428637,-3.31262500468492,0.000924248123077374,0.0455611427084935
"ENST00000404674.7",5.78043822541885,-4.27790437155201,1.3082358931253,-3.26997936230931,0.00107555330976204,0.0493740248249506
"ENST00000446848.6",14.4679382254188,-4.84810412994278,1.44626999467387,-3.35214320133636,0.000801885293604893,0.0421052848772403
"ENST00000698074.1",17.0929382254188,-5.78037529745351,1.61347394102353,-3.58256501731081,0.000340236897041505,0.0251686663539581
"ENST00000389266.8",9.15543822541885,-5.020781842653,1.38574998507546,-3.62315128755322,0.000291035480447409,0.0232888186168978
"ENST00000675651.1",86.9054382254188,-7.14741684261732,2.03158385485759,-3.51815005101935,0.000434566563827839,0.0289290094883227
"ENST00000698248.1",31.9679382254188,-6.61871037500059,1.83289973605058,-3.61105970218653,0.000304948446880537,0.0238308542134135
"ENST00000310564.10",14.0929382254188,-5.62642225907754,1.52134075577168,-3.69833138153431,0.000217021443748717,0.0205241712035872
"ENST00000223336.11",9.96793822541885,-5.15413332032123,1.45036341362403,-3.55368404353401,0.000379875295191641,0.0268974731740845
"ENST00000620827.6",35.0304382254188,-7.05137764911121,1.59308096995809,-4.42625188680567,9.5884553268868e-06,0.00424141759639673
"ENST00000650807.1",35.9054382254188,-7.08775456708503,1.61270893186586,-4.39493725559311,1.10804754004053e-05,0.00424436701976836
"ENST00000692281.1",31.3429382254188,-6.05690132974294,1.81911691106625,-3.32958332303819,0.000869760360153314,0.0440601243174093
"ENST00000394505.7",33.5304382254188,-6.98678902582975,1.58428453270653,-4.41005948211448,1.03342228958144e-05,0.00424141759639673
"ENST00000438306.5",20.2179382254188,-6.15332061694416,1.59337836783486,-3.86180755378619,0.000112551210698394,0.0144027585927095
"ENST00000252713.9",30.9054382254188,-6.86628031802433,1.60178501564388,-4.28664287090002,1.81393556517803e-05,0.0058527075929414
"ENST00000476151.5",78.1554382254188,-7.59334654900529,2.09546825385332,-3.62369915890734,0.000290419386534465,0.0232888186168978
"ENST00000419735.8",56.7179382254188,-7.30189822829736,2.00167046751074,-3.64790226304229,0.000264390169711515,0.0221863754395014
"ENST00000680584.1",277.092938225419,-10.0630968755303,1.87823089449015,-5.3577528221108,8.42634102598624e-08,0.000424045143621185
"ENST00000679951.1",103.280438225419,-8.63253977105682,1.72630683501188,-5.00058251289807,5.71573597200574e-07,0.00116825561895033
"ENST00000681936.1",34.9679382254188,-7.04874502871056,1.58900292522485,-4.43595472155165,9.16651152224323e-06,0.00424141759639673
"ENST00000446544.6",34.7179382254188,-7.0381590949394,1.58893570026172,-4.42948011916412,9.44605200246697e-06,0.00424141759639673
"ENST00000354926.9",135.280438225419,-8.65346351625412,2.02096884000667,-4.28183915800779,1.85354943883276e-05,0.0058527075929414
"ENST00000496384.7",97.2804382254188,-8.54459108624384,1.71845412205602,-4.9722544096905,6.61787794642515e-07,0.00116825561895033
"ENST00000619992.4",36.2179382254188,-6.82369337154256,1.82901367369394,-3.73080500692004,0.00019086891302431,0.0191186810132185
"ENST00000684770.1",26.0304382254188,-6.2062015100951,1.80863704817513,-3.43142451734967,0.000600420198144069,0.0351614494983316
"ENST00000316286.13",9.03043822541885,-4.99911595631242,1.38282942574271,-3.61513565104201,0.000300190394466103,0.0237312650926008
"ENST00000426851.6",43.3429382254188,-7.22468831391846,1.77511928285013,-4.06997342866927,4.7018500079309e-05,0.00929097301021197
"ENST00000262189.11",344.967938225419,-10.1365353049111,2.15610512894532,-4.70131774598093,2.58487916873869e-06,0.00268212748898898
"ENST00000528812.5",11.9679382254188,-5.43798952227052,1.48370460482029,-3.66514298372026,0.00024720043572601,0.0213139681962138
"ENST00000356819.7",6.71793822541885,-4.52522130059215,1.37742297932163,-3.28528082406522,0.00101880772677615,0.0482869398455406
"ENST00000265713.8",306.405438225419,-9.88437049149152,2.26531612853874,-4.3633514841337,1.28084905126856e-05,0.00459190392221371
"ENST00000676112.1",6.84293822541885,-4.55534530912754,1.32821332114187,-3.42967898049035,0.000604295737363654,0.0352131429051585
"ENST00000448733.3",15.3429382254188,-5.44588809913854,1.62568151594123,-3.34991081939289,0.000808375823594313,0.0422710674645784
